row,altitude,moisture,pressure,wind_speed,sky_condition,time_of_day,air_quality_index
2575,30K feet,rain,high,high,limited,7,11.207073691163693
2576,Lolo Peak,mist,steady,steady,poor,9,128.19418032779515
2577,sea level,dry,low,calm,limited,5,305.5943911991171
2578,Lolo Peak,dry,high,steady,clear,10,90.98196137915367
2579,30K feet,mist,low,high,limited,15,22.673007635270128
2580,sea level,mist,steady,high,clear,7,331.87351335575994
2581,Missoula,dry,low,calm,clear,11,183.54349347761075
2582,Lolo Peak,mist,low,high,poor,15,124.64072876518371
2583,Missoula,mist,steady,gusty,poor,15,216.92899915441052
2584,30K feet,fog,high,high,poor,19,61.86085610295305
2585,sea level,dry,steady,steady,clear,9,314.32661959626375
2586,Lolo Peak,fog,steady,steady,poor,4,155.5590341491783
2587,30K feet,dry,steady,steady,limited,13,4.267452847256984
2588,sea level,dry,steady,high,limited,15,307.40054516192436
2589,30K feet,dry,high,gusty,limited,16,4.001534985290235
2590,sea level,mist,low,high,clear,10,323.8994182174753
2591,sea level,rain,steady,calm,poor,16,318.58544302778677
2592,Lolo Peak,fog,low,gusty,clear,15,140.20897832583108
2593,Lolo Peak,fog,high,steady,clear,6,137.8658610521753
2594,18K feet,mist,low,gusty,clear,22,56.80517390663417
2595,Missoula,mist,low,high,poor,13,215.6792360871183
2596,18K feet,fog,high,steady,clear,5,94.86922316328827
2597,Lolo Peak,fog,low,gusty,limited,13,152.55365087870135
2598,Missoula,fog,steady,gusty,poor,15,245.75942812499554
2599,Missoula,rain,low,gusty,limited,12,191.01275065899276
2600,Missoula,mist,steady,high,poor,10,214.10460274448792
2601,18K feet,fog,low,steady,clear,7,95.2170540241168
2602,sea level,rain,steady,steady,clear,17,307.8804741385326
2603,Missoula,fog,high,calm,poor,14,243.6056664077735
2604,18K feet,mist,low,gusty,limited,19,53.715380579177605
2605,18K feet,dry,low,steady,clear,15,37.69582383768854
2606,sea level,rain,low,high,limited,12,313.72434636413163
2607,18K feet,mist,low,steady,limited,14,57.69538318296587
2608,Missoula,rain,low,gusty,poor,18,197.33430833950177
2609,Lolo Peak,rain,steady,high,poor,15,106.43035298727482
2610,Missoula,mist,steady,gusty,poor,5,211.85196160211333
2611,18K feet,dry,high,gusty,poor,21,41.214971814254604
2612,18K feet,fog,low,high,poor,9,91.46020440336422
2613,sea level,rain,low,high,poor,10,325.4640392930308
2614,18K feet,fog,high,gusty,limited,14,93.04014196025669
2615,18K feet,dry,low,high,limited,17,37.746350993819405
2616,Lolo Peak,mist,high,gusty,poor,11,124.40738454933262
2617,18K feet,dry,steady,gusty,limited,14,40.86898378517607
2618,18K feet,rain,high,high,limited,4,41.814818874380265
2619,30K feet,fog,high,high,poor,7,64.29122273528239
2620,Lolo Peak,mist,steady,steady,clear,10,113.62931258299632
2621,sea level,mist,low,steady,clear,7,323.80178305544183
2622,sea level,rain,high,gusty,limited,12,310.954557454048
2623,Lolo Peak,rain,steady,high,limited,10,105.7684188303904
2624,18K feet,fog,low,gusty,limited,18,87.90756270207143
2625,Lolo Peak,dry,steady,gusty,clear,8,93.61516541695715
2626,18K feet,dry,low,gusty,poor,19,43.918330586907416
2627,Lolo Peak,dry,high,calm,poor,14,109.41819791609197
2628,18K feet,rain,high,calm,poor,22,50.19835591336376
2629,18K feet,dry,steady,steady,limited,16,36.71335994453651
2630,30K feet,rain,low,steady,poor,8,18.976382579510272
2631,30K feet,mist,low,gusty,limited,8,30.925004613413837
2632,Lolo Peak,mist,steady,high,poor,16,129.04798786993652
2633,18K feet,fog,steady,gusty,limited,15,90.26476283421039
2634,30K feet,mist,steady,gusty,limited,20,25.91037282924656
2635,Lolo Peak,fog,low,high,clear,10,145.39832827802942
2636,18K feet,rain,low,gusty,clear,11,39.827010194688675
2637,Lolo Peak,fog,low,steady,limited,15,149.64899731187242
2638,18K feet,mist,steady,high,limited,17,60.21018375357186
2639,Lolo Peak,fog,steady,steady,clear,19,146.02768471310165
2640,30K feet,mist,high,high,clear,9,29.42023978795423
2641,30K feet,rain,low,high,clear,11,15.019076121393153
2642,18K feet,rain,low,gusty,limited,13,41.17712370575864
2643,sea level,fog,steady,gusty,poor,18,366.07590443779264
2644,18K feet,dry,low,high,clear,15,37.326562756159184
2645,18K feet,rain,low,gusty,poor,6,42.45194707673703
2646,Missoula,fog,low,high,limited,11,239.06675971719014
2647,Missoula,fog,high,high,clear,13,233.47475469739712
2648,Lolo Peak,rain,low,high,clear,13,93.10954905076825
2649,Missoula,rain,high,high,poor,19,196.11340504827254
2650,Lolo Peak,fog,steady,high,poor,18,158.94343785709088
2651,Missoula,fog,low,gusty,clear,11,234.73590211708958
2652,18K feet,rain,steady,gusty,limited,9,40.88323166254639
2653,Missoula,fog,low,gusty,clear,10,238.48624730147498
2654,sea level,dry,high,calm,poor,19,313.0118033648537
2655,18K feet,dry,high,high,limited,17,35.757440010089205
2656,30K feet,rain,low,steady,poor,13,14.864672975278388
2657,Missoula,fog,high,high,poor,9,242.20717142785094
2658,Missoula,fog,steady,high,poor,19,245.97196633989412
2659,Missoula,fog,high,high,poor,12,246.47501660240593
2660,sea level,rain,high,high,poor,11,320.12269493003265
2661,Missoula,mist,high,gusty,limited,11,209.6114729080206
2662,18K feet,mist,steady,steady,poor,11,66.58753209134343
2663,30K feet,mist,steady,steady,poor,14,38.87301514140791
2664,sea level,fog,high,gusty,limited,6,359.41706877377845
2665,Missoula,rain,steady,gusty,clear,13,190.92581548230106
2666,30K feet,dry,low,high,clear,11,0
2667,sea level,rain,steady,steady,poor,20,319.8966706775162
2668,sea level,mist,low,calm,clear,13,325.74284568556595
2669,Lolo Peak,fog,high,high,clear,10,149.7828105090952
2670,Missoula,rain,steady,high,limited,11,191.25047921857282
2671,sea level,fog,steady,steady,clear,6,354.78968409714616
2672,Lolo Peak,mist,steady,high,poor,16,129.23773449674283
2673,18K feet,rain,low,steady,poor,14,49.80840707351464
2674,Lolo Peak,rain,high,gusty,poor,9,108.55613589224912
2675,Lolo Peak,dry,steady,steady,clear,13,97.48005648827228
2676,sea level,mist,high,steady,poor,9,337.51400779571924
2677,Missoula,dry,steady,high,clear,11,186.31367025763174
2678,30K feet,fog,low,steady,poor,4,63.9475368460539
2679,sea level,fog,high,gusty,limited,13,361.3177115142501
2680,Missoula,mist,steady,gusty,poor,17,214.2294268805914
2681,Missoula,fog,low,gusty,clear,13,237.1707350118285
2682,Missoula,dry,high,high,clear,10,192.12325823004014
2683,Missoula,rain,steady,gusty,poor,16,194.34820958150237
2684,30K feet,rain,low,calm,limited,18,13.172094981083335
2685,Missoula,fog,high,high,limited,8,242.69898905765834
2686,Lolo Peak,dry,steady,high,limited,22,96.23281409371742
2687,30K feet,dry,steady,high,limited,6,2.4216481638001843
2688,sea level,fog,high,gusty,clear,11,351.50386262868795
2689,18K feet,mist,high,high,limited,11,58.8640984691736
2690,Lolo Peak,mist,low,gusty,limited,18,118.64043005748027
2691,Lolo Peak,fog,low,high,poor,14,152.9193799129512
2692,Missoula,fog,high,high,clear,13,235.85329586036465
2693,18K feet,mist,steady,steady,poor,13,68.36485218601595
2694,Lolo Peak,rain,steady,gusty,clear,9,98.72422577211405
2695,18K feet,rain,low,gusty,poor,9,49.49506733973965
2696,30K feet,rain,high,steady,limited,3,13.249132244755973
2697,Missoula,mist,low,steady,poor,18,216.388619024501
2698,30K feet,fog,high,gusty,clear,14,49.96076770445966
2699,30K feet,fog,steady,high,poor,20,67.56026883763026
2700,Lolo Peak,fog,low,gusty,limited,8,151.66231590514917
2701,18K feet,dry,steady,gusty,clear,12,36.343164356133904
2702,Lolo Peak,dry,high,calm,clear,12,98.70477862242737
2703,18K feet,dry,low,calm,poor,13,42.146506541233045
2704,18K feet,dry,high,gusty,poor,5,46.15760093690613
2705,30K feet,dry,high,gusty,poor,11,15.042388179769045
2706,30K feet,fog,low,high,limited,11,57.34818167173519
2707,Lolo Peak,rain,steady,steady,clear,16,102.45203795582216
2708,sea level,fog,low,steady,limited,20,361.0365889632098
2709,sea level,mist,high,high,clear,14,321.7694924055638
2710,Missoula,mist,low,gusty,limited,13,209.96433997435867
2711,Missoula,mist,low,gusty,poor,12,213.18095334293332
2712,Lolo Peak,mist,steady,high,clear,10,117.62865175674493
2713,Missoula,mist,steady,gusty,poor,12,215.85028548495046
2714,Lolo Peak,fog,low,gusty,poor,14,153.59929098721793
2715,30K feet,mist,steady,gusty,limited,7,32.582014395159284
2716,30K feet,rain,low,high,clear,7,11.153416290631153
2717,Lolo Peak,dry,low,gusty,limited,18,102.73946478391689
2718,sea level,dry,low,high,clear,15,301.6127788655358
2719,30K feet,mist,low,steady,poor,10,33.922943504507316
2720,Lolo Peak,fog,high,high,poor,16,151.48273586487687
2721,30K feet,fog,low,steady,clear,11,56.29560609418636
2722,18K feet,fog,high,steady,poor,13,99.18087253688687
2723,30K feet,mist,low,high,poor,9,38.88722098346363
2724,Missoula,rain,low,gusty,poor,7,200.3333268185252
2725,Missoula,mist,high,steady,clear,8,206.68427286317637
2726,Lolo Peak,rain,low,gusty,clear,13,103.07682891117301
2727,30K feet,dry,high,high,clear,12,3.7301498880179134
2728,Missoula,fog,low,steady,limited,11,236.49443053093168
2729,30K feet,fog,high,high,clear,10,52.99143263858651
2730,Missoula,fog,steady,gusty,poor,9,246.98428822855678
2731,Missoula,dry,high,high,clear,10,188.10282584075847
2732,30K feet,fog,high,steady,clear,18,49.16804516675695
2733,18K feet,fog,steady,gusty,poor,16,96.62752850890094
2734,sea level,fog,high,gusty,limited,9,355.99255145425303
2735,18K feet,rain,low,gusty,poor,14,49.373815724639876
2736,30K feet,rain,low,high,poor,21,18.610297324995567
2737,Lolo Peak,mist,low,high,clear,18,107.55206320930806
2738,30K feet,rain,steady,high,clear,12,9.367831920229648
2739,18K feet,fog,low,high,poor,20,95.94683806793832
2740,30K feet,mist,high,steady,poor,10,32.91249913297361
2741,Lolo Peak,fog,steady,gusty,poor,16,155.03773162556266
2742,sea level,mist,high,high,clear,11,326.2319257408139
2743,sea level,fog,high,gusty,limited,9,362.54288669439296
2744,30K feet,rain,low,high,clear,9,14.01874982122225
2745,Lolo Peak,dry,low,steady,limited,8,98.306302680324407
2746,18K feet,dry,high,high,poor,15,46.20939814350957
2747,Missoula,fog,high,high,limited,16,238.24434869937292
2748,30K feet,dry,low,gusty,clear,4,4.559454936667185
2749,30K feet,rain,steady,gusty,limited,15,14.550964138453436
2750,30K feet,fog,steady,steady,poor,14,64.26234553727505
2751,18K feet,dry,steady,gusty,poor,6,47.625069688560416
2752,30K feet,rain,low,high,poor,10,15.964438441585086
2753,18K feet,rain,high,high,poor,17,47.05888490963243
2754,30K feet,mist,low,steady,poor,8,32.82816371099991
2755,Missoula,mist,low,gusty,clear,15,199.1806589383226
2756,Missoula,fog,steady,steady,clear,12,234.93499186650234
2757,sea level,rain,low,high,clear,15,310.0887456546047
2758,30K feet,fog,high,high,poor,16,66.51821064163842
2759,18K feet,fog,steady,gusty,limited,21,81.85498103764206
2760,sea level,fog,steady,high,limited,10,356.1220151721988
2761,Missoula,mist,steady,steady,poor,7,213.09165352558148
2762,30K feet,mist,low,gusty,poor,16,33.517022054171136
2763,Lolo Peak,rain,steady,steady,clear,9,100.50078651938512
2764,Lolo Peak,rain,high,gusty,poor,18,116.73925972909468
2765,Missoula,dry,steady,steady,poor,15,195.66112837266638
2766,Missoula,rain,steady,gusty,limited,8,192.71769052885912
2767,18K feet,rain,steady,steady,limited,18,44.709820653008755
2768,18K feet,rain,steady,high,limited,7,45.65324252695594
2769,Lolo Peak,mist,low,gusty,poor,10,116.1443052771877
2770,18K feet,dry,high,high,poor,12,45.45974233570558
2771,Missoula,mist,low,high,poor,17,208.28387135450836
2772,18K feet,fog,low,gusty,poor,15,90.36147632054092
2773,Lolo Peak,dry,high,steady,clear,9,94.66488426069297
2774,sea level,rain,high,gusty,poor,13,320.42744867493354
2775,sea level,rain,low,steady,limited,11,312.6519928681963
2776,30K feet,fog,steady,high,poor,10,64.25402845425621
2777,18K feet,fog,low,high,limited,12,89.75296929185853
2778,sea level,dry,steady,gusty,clear,7,302.46690360976584
2779,Missoula,fog,steady,gusty,poor,10,241.74046141489973
2780,sea level,fog,low,gusty,limited,9,360.70026344642696
2781,Missoula,fog,high,steady,poor,13,242.0717066125584
2782,Lolo Peak,mist,low,steady,limited,11,117.17724924744128
2783,Lolo Peak,fog,low,gusty,limited,16,145.22587137268152
2784,Lolo Peak,mist,steady,steady,clear,16,113.19586202834272
2785,Lolo Peak,rain,steady,high,limited,14,102.6525668920465
2786,18K feet,rain,high,steady,clear,13,34.72366792208729
2787,Missoula,fog,steady,steady,poor,12,246.1021133679225
2788,sea level,rain,steady,high,poor,11,317.90705633744534
2789,sea level,mist,high,calm,poor,11,331.8151005522573
2790,sea level,rain,high,high,clear,18,310.6790218241435
2791,Missoula,dry,high,high,limited,14,184.77199786806045
2792,Lolo Peak,rain,steady,calm,limited,5,96.98876886302713
2793,Lolo Peak,fog,low,high,clear,10,143.70913723457508
2794,30K feet,fog,steady,high,poor,13,63.53818578139808
2795,Missoula,fog,low,steady,poor,13,243.36834806361867
2796,18K feet,mist,low,high,limited,17,64.95274206364714
2797,30K feet,rain,high,high,clear,16,8.198356627047385
2798,Lolo Peak,rain,high,high,clear,11,102.03577541014732
2799,Lolo Peak,rain,steady,steady,limited,12,104.4070058552881
2800,30K feet,mist,high,gusty,clear,16,27.439375527773546
2801,18K feet,dry,low,high,poor,5,42.64222544170125
2802,Lolo Peak,fog,steady,gusty,limited,9,143.4994718175301
2803,18K feet,dry,low,steady,clear,11,35.20987829959919
2804,18K feet,rain,steady,gusty,poor,21,50.98766815857505
2805,30K feet,fog,low,high,poor,18,62.16668638017545
2806,Missoula,dry,low,steady,clear,15,187.46288742286936
2807,Lolo Peak,fog,high,steady,limited,23,148.40859219376995
2808,Lolo Peak,dry,low,gusty,limited,11,101.89297662147997
2809,Missoula,rain,steady,calm,poor,13,199.1524708005517
2810,30K feet,fog,low,high,limited,9,57.82644993324948
2811,sea level,mist,high,calm,limited,11,326.3306482738679
2812,18K feet,rain,high,high,limited,21,45.55806844940421
2813,sea level,mist,high,steady,poor,5,331.75523029577147
2814,Missoula,rain,low,high,poor,19,201.38369239558153
2815,sea level,fog,low,steady,limited,7,360.2485479495229
2816,Lolo Peak,rain,low,steady,limited,17,102.18640922485008
2817,18K feet,mist,high,steady,limited,2,56.78594085244212
2818,30K feet,rain,low,high,clear,15,8.997633420032738
2819,30K feet,fog,low,high,poor,11,61.88441185774284
2820,sea level,rain,high,steady,poor,10,324.3065289615903
2821,30K feet,mist,low,steady,limited,9,30.142527717598526
2822,sea level,fog,steady,steady,poor,17,361.2031174955886
2823,sea level,fog,high,high,poor,14,364.3334760873741
2824,Missoula,fog,low,gusty,limited,6,237.0930067075179
2825,Lolo Peak,mist,steady,high,poor,5,129.81852661122522
2826,Lolo Peak,fog,high,calm,clear,15,148.12896221070997
2827,sea level,dry,steady,steady,clear,8,305.31594690220277
2828,Lolo Peak,dry,low,gusty,limited,16,97.55601762454131
2829,Lolo Peak,dry,high,steady,limited,14,96.69042770323472
2830,sea level,fog,high,gusty,clear,10,354.65983766288144
2831,sea level,dry,high,high,poor,3,318.54459765214165
2832,Lolo Peak,rain,high,steady,clear,22,98.79632430366809
2833,sea level,rain,high,calm,clear,18,317.45107827145046
2834,Lolo Peak,fog,low,steady,poor,6,148.27315094492857
2835,sea level,mist,low,gusty,poor,20,331.3972854142797
2836,Missoula,mist,low,gusty,poor,15,220.17114945415977
2837,30K feet,mist,steady,high,clear,10,27.67948468459527
2838,30K feet,dry,steady,high,limited,16,11.750297028857087
2839,18K feet,rain,steady,high,poor,5,50.3008576091348
2840,Lolo Peak,dry,steady,steady,poor,14,104.84035651927488
2841,sea level,dry,steady,gusty,clear,9,307.38974882263165
2842,18K feet,mist,high,high,limited,9,59.4506636520549
2843,30K feet,fog,steady,gusty,limited,11,62.349030844728524
2844,Missoula,mist,steady,steady,clear,8,204.59610039905652
2845,sea level,fog,steady,steady,limited,16,359.25650614111464
2846,30K feet,mist,high,gusty,limited,11,27.987029743648776
2847,Lolo Peak,rain,low,high,poor,13,107.9368164587767
2848,Missoula,rain,high,gusty,limited,15,193.550762078419
2849,sea level,mist,low,steady,poor,8,335.8265848706777
2850,30K feet,dry,high,high,poor,13,15.764120177971845
2851,Lolo Peak,mist,steady,calm,poor,9,121.60824980680545
2852,Missoula,fog,high,gusty,limited,15,239.30551583763514
2853,sea level,rain,steady,gusty,limited,12,311.4186057630695
2854,30K feet,dry,steady,high,limited,16,5.719139766458579
2855,Lolo Peak,fog,low,gusty,poor,4,152.87729650653287
2856,sea level,rain,high,high,poor,13,318.5780167994738
2857,30K feet,rain,steady,high,poor,13,18.377324225597444
2858,30K feet,fog,low,calm,poor,16,65.56924702290972
2859,30K feet,dry,steady,high,poor,15,16.45753834475853
2860,Lolo Peak,fog,high,steady,clear,9,147.16725941885727
2861,30K feet,mist,steady,gusty,limited,14,31.12308279026663
2862,30K feet,mist,low,steady,clear,18,24.780431257574826
2863,Missoula,fog,low,gusty,poor,12,241.730917970077
2864,18K feet,fog,steady,steady,clear,18,85.50375476845721
2865,Missoula,fog,high,calm,poor,13,250.60713930345727
2866,30K feet,fog,low,steady,limited,15,54.88361997154747
2867,Lolo Peak,dry,low,high,poor,6,106.42145131769682
2868,Missoula,fog,high,high,limited,9,235.63411328346055
2869,30K feet,rain,steady,high,poor,11,16.772231768050332
2870,Lolo Peak,dry,low,calm,limited,14,102.0104750694169
2871,Lolo Peak,dry,steady,gusty,limited,7,99.2568687031843
2872,30K feet,dry,low,calm,poor,21,17.068674450404806
2873,sea level,fog,low,gusty,limited,13,356.1443457281011
2874,18K feet,rain,high,high,poor,14,45.527742682974925
2875,Missoula,dry,low,high,limited,6,187.4109012438326
2876,Missoula,dry,low,gusty,clear,13,185.64530857708516
2877,18K feet,dry,steady,gusty,clear,11,39.00169752595145
2878,sea level,fog,steady,high,limited,12,356.96464268621304
2879,30K feet,rain,low,gusty,poor,16,21.196681289890606
2880,Lolo Peak,dry,steady,gusty,clear,12,91.14161712958702
2881,sea level,fog,steady,high,clear,10,356.798361989578
2882,Lolo Peak,rain,steady,gusty,limited,8,106.6186221729665
2883,sea level,rain,steady,steady,limited,12,309.79423564745645
2884,sea level,rain,high,high,poor,11,311.02297642327676
2885,Lolo Peak,dry,high,gusty,limited,16,101.05139587977327
2886,Missoula,mist,steady,high,clear,13,208.10986672755314
2887,sea level,rain,high,steady,clear,7,306.19149827571295
